Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
2024,"Zack Wheeler","PHI",16,7,0,32,32,200,10.08,2.34,0.9,0.2463768115942029,0.80116959,0.426,0.102564102,95.46789937258687,2.565,,3.126479778289795,3.300687974356115,5.428380012512207,"Zack Wheeler",10310,554430
2023,"Gerrit Cole","NYY",15,4,0,33,33,209,9.559808612440191,2.0669856459330145,0.861244019138756,0.26145038167938933,0.80434783,0.396296296,0.094339622,96.83374783737024,2.626794258373206,,3.1641312685879797,3.597196205609153,5.388150691986084,"Gerrit Cole",13125,543037
2023,"Sonny Gray","MIN",8,8,0,32,32,184,8.951086956521738,2.6902173913043477,0.391304347826087,0.2948207171314741,0.76773567,0.473267326,0.051948051,92.84131493506493,2.7880434782608696,,2.825692533410114,3.6442586753031483,5.3657965660095215,"Sonny Gray",12768,543243
2023,"Zac Gallen","ARI",17,9,0,34,34,210,9.428571428571429,2.0142857142857142,0.9428571428571428,0.3007246376811594,0.73135755,0.417832167,0.109452736,93.51585605360444,3.4714285714285715,,3.26456416902088,3.485153228754089,5.169271469116211,"Zac Gallen",19291,668678
2023,"Kevin Gausman","TOR",12,9,0,31,31,185,11.52972972972973,2.675675675675676,0.9243243243243243,0.3207126948775056,0.76646091,0.426406926,0.107344632,94.64582331730769,3.1621621621621623,,2.968553873010584,3.21527419976286,5.148777008056641,"Kevin Gausman",14107,592332
2022,"Max Fried","ATL",14,7,0,30,30,185.1,8.25539591001321,1.5539568771789571,0.5827338289421089,0.2796116504854369,0.78196347,0.511538461,0.077922077,93.98086240310077,2.476618773003963,,2.7023590479632054,3.090723563349386,4.913804531097412,"Max Fried",13743,608331
2023,"Logan Webb","SFG",11,13,0,33,33,216,8.083333333333334,1.2916666666666667,0.8333333333333334,0.3016666666666667,0.73684211,0.621138211,0.153846153,92.66995644358407,3.25,,3.162447766904478,2.9538168780781606,4.9122819900512695,"Logan Webb",17995,657277
2023,"Zach Eflin","TBR",16,8,0,31,31,177.2,9.42213856703485,1.215759815101271,0.9624765202885062,0.2951167728237792,0.73232323,0.497925311,0.11728395,93.10002156047078,3.495309468416154,,3.0073855823468114,3.124700686717677,4.882145881652832,"Zach Eflin",13774,621107
2024,"Cole Ragans","KCR",11,9,0,32,32,186.1,10.771019972008446,3.236136045401641,0.724508069866039,0.29046563192904656,0.74747475,0.407407407,0.080645161,95.54908834226646,3.1395349694195023,,2.9947445320993267,3.457536477955223,4.880326747894287,"Cole Ragans",21846,666142
2022,"Spencer Strider","ATL",11,5,0,31,20,131.2,13.80759560344047,3.0759495156179266,0.4784810357627886,0.2915129151291513,0.74074074,0.402877697,0.067961165,98.12025358606557,2.6658229135355365,,1.8288866358868392,2.295808546593041,4.862882673740387,"Spencer Strider",27498,675911
2023,"Justin Steele","CHC",16,5,0,30,30,173.1,9.138461806618963,1.8692308240811517,0.7269230982537812,0.3167701863354037,0.73004202,0.493877551,0.098591549,,3.063461628355221,,3.0185018910176655,3.3229785291497724,4.775646686553955,"Justin Steele",17312,657006
2022,"Shane Bieber","CLE",13,8,0,31,31,200,8.91,1.62,0.81,0.28677839851024206,0.75757576,0.481818181,0.104046242,91.515490981332,2.88,,2.872431001663208,2.9829505360871553,4.770597457885742,"Shane Bieber",19427,669456
2024,"Dylan Cease","SDP",14,11,0,33,33,189.1,10.64788760998921,3.0897888153986544,0.8556338258027043,0.26269315673289184,0.6935123,0.397849462,0.091370558,96.92338346541787,3.470070515755412,,3.0978178046142695,3.4351364194456018,4.761360168457031,"Dylan Cease",18525,656302
2024,"Seth Lugo","KCR",16,9,0,33,33,206.2,7.882258452495868,2.090322683534816,0.6967742278449386,0.2766323024054983,0.75141777,0.441624365,0.073732718,92.34196428571428,3.004838857581298,,3.2487378468548225,3.8298950890902206,4.706625938415527,"Seth Lugo",12447,607625
2024,"Cristopher Sánchez","PHI",11,9,0,31,31,181.2,7.579816938197533,2.179816635821513,0.5449541589553782,0.3131868131868132,0.71225071,0.573770491,0.093220338,,3.319266240910031,,2.995837566899727,3.1907934967201372,4.686849594116211,"Cristopher Sanchez",20778,650911
